extra_flag;license;name;required_packages;summary;version
True;BSD;pyviz-comms;rfc3986;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;twine;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;setuptools;Bidirectional communication for the HoloViz ecosystem.;2.1.0
False;BSD;pyviz-comms;param;Bidirectional communication for the HoloViz ecosystem.;2.1.0
False;BSD-3;sphinx-holoviz-theme;sphinx;"Theme for building HoloViz sites; best when used with nbsite.";0.1.4
True;BSD-3;nbsite;matplotlib;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;ipykernel;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;nbconvert;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;pandas;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;numpy;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;pyct;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;jupyter-client;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;sphinx;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;graphviz;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;xarray;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;phantomjs;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;pyviz-comms;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;sphinx-holoviz-theme;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;setuptools;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;bokeh;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;pillow;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;flake8;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;notebook;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;param;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;myst-nb;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;holoviews;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;beautifulsoup4;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;nbformat;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;pytest;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;selenium;Build a tested, sphinx-based website from notebooks.;0.7.1
False;BSD-3;nbsite;pyct;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD-3;nbsite;param;Build a tested, sphinx-based website from notebooks.;0.7.1
True;BSD;param;pygraphviz;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;sphinx-copybutton;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;myst-nb;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;graphviz;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;nbconvert;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;pandas;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;aiohttp;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;pytest;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;flake8;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;panel;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;pydata-sphinx-theme;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;myst-parser;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;nbsite;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
True;BSD;param;pytest-cov;Make your Python code clearer and more reliable by declaring Parameters.;1.12.0
False;BSD-3;sphinx-ioam-theme;sphinx;For nbsite;0.1.1
True;BSD 3-Clause License;pyct;pyyaml;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;pytest;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;requests;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;param;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;flake8;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;sphinx-ioam-theme;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;setuptools;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
True;BSD 3-Clause License;pyct;nbsite;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
False;BSD 3-Clause License;pyct;param;Python package common tasks for users (e.g. copy examples, fetch data, ...);0.4.8
False;MIT-LICENSE;ordered-set;fake_package;A set that remembers its order, and allows looking up its items by their index in that order.;4.0.2
False;MIT;pastel;fake_package;Bring colors to your terminal.;0.2.1
False;MIT;crashtest;fake_package;Manage Python errors with ease;0.3.1
False;unknown license;pylev;fake_package;A pure Python Levenshtein implementation that's not freaking GPL'd.;1.4.0
False;MIT;clikit;pastel;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;clikit;typing-extensions;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;clikit;crashtest;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;clikit;pylev;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;clikit;enum34;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;clikit;typing;CliKit is a group of utilities to build beautiful and testable command line interfaces.;0.6.2
False;MIT;cleo;clikit;Cleo allows you to create beautiful and testable command-line interfaces.;0.8.1
False;MIT;tabview;fake_package;A curses command-line CSV and list (tabular data) viewer;1.4.4
False;unknown license;pythonfuzz;fake_package;coverage-guided fuzz testing for python;1.0.3
False;MIT;green;fake_package;Green is a clean, colorful, fast python test runner.;3.3.0
True;MIT;clevercsv;sphinx;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;cleo;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;tabview;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;pythonfuzz;A Python package for handling messy CSV files;0.7.1
False;MIT;clevercsv;chardet;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;green;A Python package for handling messy CSV files;0.7.1
False;MIT;clevercsv;regex;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;m2r;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;clikit;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;pandas;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;termcolor;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;cchardet;A Python package for handling messy CSV files;0.7.1
True;MIT;clevercsv;sphinx-rtd-theme;A Python package for handling messy CSV files;0.7.1
True;MIT;deepdiff;pyyaml;Deep Difference and Search of any Python object/data.;5.7.0
True;MIT;deepdiff;click;Deep Difference and Search of any Python object/data.;5.7.0
False;MIT;deepdiff;ordered-set;Deep Difference and Search of any Python object/data.;5.7.0
True;MIT;deepdiff;clevercsv;Deep Difference and Search of any Python object/data.;5.7.0
True;MIT;deepdiff;toml;Deep Difference and Search of any Python object/data.;5.7.0
True;BSD;shapely;pytest;Geometric objects, predicates, and operations;1.8.0
True;BSD;shapely;numpy;Geometric objects, predicates, and operations;1.8.0
True;BSD;shapely;pytest-cov;Geometric objects, predicates, and operations;1.8.0
False;License :: OSI Approved :: MIT License;netcdf4;numpy;Provides an object-oriented python interface to the netCDF version 4 library.;1.5.8
False;License :: OSI Approved :: MIT License;netcdf4;cftime;Provides an object-oriented python interface to the netCDF version 4 library.;1.5.8
True;BSD-3;nbsmoke;twine;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;setuptools;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;ipykernel;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;keyring;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;nbconvert;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;holoviews;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;nbformat;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;beautifulsoup4;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;rfc3986;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;requests;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;flake8;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;pytest;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;pyflakes;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;coverage;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;pyct;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;jupyter-client;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
True;BSD-3;nbsmoke;param;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;BSD-3;nbsmoke;param;Basic notebook checks. Do they run? Do they contain lint?;0.6.0
False;MIT Licence;ffmpeg;fake_package;ffmpeg python package url [https://github.com/jiashaokun/ffmpeg];1.4
;error;python-graphviz;error;error;error
False;Apache License 2.0;fastparquet;fake_package;Python support for Parquet file format;0.7.2
False;unknown license;knot-floer-homology;fake_package;Python wrapper for Zoltán Szabó's HFK Calculator;1.1
False;GPLv2+;snappy-manifolds;fake_package;Database of snappy manifolds;1.1.2
False;GPLv2+;spherogram;networkx;Spherical diagrams for 3-manifold topology;2.1
False;GPLv2+;spherogram;knot-floer-homology;Spherical diagrams for 3-manifold topology;2.1
False;GPLv2+;spherogram;snappy-manifolds;Spherical diagrams for 3-manifold topology;2.1
False;GPLv2+;spherogram;decorator;Spherical diagrams for 3-manifold topology;2.1
False;GPLv2+;FXrays;fake_package;Computes extremal rays with filtering;1.3.5
False;GPLv2+;cypari;six;Sage's PARI extension, modified to stand alone.;2.4.1
False;GPLv2+;cypari;future;Sage's PARI extension, modified to stand alone.;2.4.1
False;GPLv2+;plink;fake_package;A full featured Tk-based knot and link editor;2.4.1
False;MIT;pypng;fake_package;Pure Python library for saving and loading PNG images;0.0.21
False;GPLv2+;snappy;spherogram;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;snappy-manifolds;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;ipython;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;decorator;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;FXrays;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;cypari;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;plink;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;GPLv2+;snappy;pypng;Studying the topology and geometry of 3-manifolds, with a focus on hyperbolic structures.;3.0.3
False;MIT;numcodecs;numpy;A Python package providing buffer compression and transformation codecs for use in data storage and communication applications.;0.9.1
True;MIT;numcodecs;msgpack;A Python package providing buffer compression and transformation codecs for use in data storage and communication applications.;0.9.1
False;BSD;imagecodecs;numpy;Image transformation, compression, and decompression codecs;2021.11.20
True;BSD;imagecodecs;matplotlib;Image transformation, compression, and decompression codecs;2021.11.20
True;BSD;imagecodecs;numcodecs;Image transformation, compression, and decompression codecs;2021.11.20
True;BSD;imagecodecs;tifffile;Image transformation, compression, and decompression codecs;2021.11.20
False;BSD;tifffile;numpy;Read and write TIFF files;2021.11.2
True;BSD;tifffile;matplotlib;Read and write TIFF files;2021.11.2
True;BSD;tifffile;imagecodecs;Read and write TIFF files;2021.11.2
True;BSD;tifffile;lxml;Read and write TIFF files;2021.11.2
False;BSD;memory-profiler;fake_package;A module for monitoring memory usage of a python program;0.59.0
False;BSD;sphinx-prompt;Sphinx;Sphinx directive to add unselectable prompt;1.5.0
False;BSD;sphinx-prompt;pygments;Sphinx directive to add unselectable prompt;1.5.0
False;BSD (3-clause);seaborn;numpy;seaborn: statistical data visualization;0.11.2
False;BSD (3-clause);seaborn;matplotlib;seaborn: statistical data visualization;0.11.2
False;BSD (3-clause);seaborn;pandas;seaborn: statistical data visualization;0.11.2
False;BSD (3-clause);seaborn;scipy;seaborn: statistical data visualization;0.11.2
False;BSD-3-Clause;threadpoolctl;fake_package;threadpoolctl;3.0.0
False;HPND;Pillow;fake_package;Python Imaging Library (Fork);8.4.0
False;BSD;joblib;fake_package;Lightweight pipelining with Python functions;1.1.0
False;MIT;pyamg;numpy;unknown summary;4.1.0
False;MIT;pyamg;pytest;unknown summary;4.1.0
False;MIT;pyamg;scipy;unknown summary;4.1.0
True;new BSD;scikit-learn;matplotlib;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;sphinx;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;memory-profiler;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;sphinxext-opengraph;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;sphinx-prompt;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;sphinx-gallery;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;numpydoc;A set of python modules for machine learning and data mining;1.0.1
False;new BSD;scikit-learn;numpy;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;seaborn;A set of python modules for machine learning and data mining;1.0.1
False;new BSD;scikit-learn;threadpoolctl;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;pytest-cov;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;Pillow;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;flake8;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;scikit-image;A set of python modules for machine learning and data mining;1.0.1
False;new BSD;scikit-learn;joblib;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;mypy;A set of python modules for machine learning and data mining;1.0.1
False;new BSD;scikit-learn;scipy;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;pytest;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;pyamg;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;pandas;A set of python modules for machine learning and data mining;1.0.1
True;new BSD;scikit-learn;black;A set of python modules for machine learning and data mining;1.0.1
False;MIT;gdal;fake_package;GDAL: Geospatial Data Abstraction Library;3.4.0
False;Apache;itk-core;numpy;ITK is an open-source toolkit for multidimensional image analysis;5.2.1.post1
