extra_flag;license;name;required_packages;summary;version
True;BSD;ipyparallel;jupyter-server;Interactive Parallel Computing with IPython;8.0.0
False;BSD;ipyparallel;decorator;Interactive Parallel Computing with IPython;8.0.0
True;BSD;ipyparallel;pytest;Interactive Parallel Computing with IPython;8.0.0
True;BSD;ipyparallel;notebook;Interactive Parallel Computing with IPython;8.0.0
True;BSD;ipyparallel;testpath;Interactive Parallel Computing with IPython;8.0.0
False;MIT;debugpy;fake_package;An implementation of the Debug Adapter Protocol for Python;1.5.1
False;BSD;ipykernel;matplotlib-inline;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;traitlets;IPython Kernel for Jupyter;6.6.0
True;BSD;ipykernel;flaky;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;tornado;IPython Kernel for Jupyter;6.6.0
True;BSD;ipykernel;pytest-cov;IPython Kernel for Jupyter;6.6.0
True;BSD;ipykernel;pytest;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;importlib-metadata;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;appnope;IPython Kernel for Jupyter;6.6.0
True;BSD;ipykernel;ipyparallel;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;jupyter-client;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;argcomplete;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;debugpy;IPython Kernel for Jupyter;6.6.0
False;BSD;ipykernel;ipython;IPython Kernel for Jupyter;6.6.0
False;BSD-3-Clause;jupyterlab-widgets;fake_package;A JupyterLab extension.;1.0.2
False;BSD;widgetsnbextension;notebook;IPython HTML widgets for Jupyter;3.5.2
False;BSD;ipywidgets;ipykernel;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;traitlets;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;ipython-genutils;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;nbformat;IPython HTML widgets for Jupyter;7.6.5
True;BSD;ipywidgets;pytest;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;jupyterlab-widgets;IPython HTML widgets for Jupyter;7.6.5
True;BSD;ipywidgets;mock;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;widgetsnbextension;IPython HTML widgets for Jupyter;7.6.5
True;BSD;ipywidgets;pytest-cov;IPython HTML widgets for Jupyter;7.6.5
False;BSD;ipywidgets;ipython;IPython HTML widgets for Jupyter;7.6.5
False;MIT;pickleshare;pathlib2;Tiny 'shelve'-like database with concurrency support;0.7.5
True;MIT;pytest-qt;sphinx;pytest support for PyQt and PySide applications;4.0.2
False;MIT;pytest-qt;pytest;pytest support for PyQt and PySide applications;4.0.2
True;MIT;pytest-qt;pre-commit;pytest support for PyQt and PySide applications;4.0.2
True;MIT;pytest-qt;tox;pytest support for PyQt and PySide applications;4.0.2
True;MIT;pytest-qt;sphinx-rtd-theme;pytest support for PyQt and PySide applications;4.0.2
False;MIT;qtpy;fake_package;Provides an abstraction layer on top of the various Qt bindings (PyQt5, PyQt4 and PySide) and additional custom QWidgets.;1.11.3
True;BSD;qtconsole;pytest-qt;Jupyter Qt console;5.2.2
False;BSD;qtconsole;ipykernel;Jupyter Qt console;5.2.2
False;BSD;qtconsole;pyzmq;Jupyter Qt console;5.2.2
False;BSD;qtconsole;traitlets;Jupyter Qt console;5.2.2
False;BSD;qtconsole;ipython-genutils;Jupyter Qt console;5.2.2
True;BSD;qtconsole;flaky;Jupyter Qt console;5.2.2
False;BSD;qtconsole;pygments;Jupyter Qt console;5.2.2
False;BSD;qtconsole;qtpy;Jupyter Qt console;5.2.2
True;BSD;qtconsole;pytest;Jupyter Qt console;5.2.2
False;BSD;qtconsole;jupyter-client;Jupyter Qt console;5.2.2
True;BSD;qtconsole;Sphinx;Jupyter Qt console;5.2.2
False;BSD;qtconsole;jupyter-core;Jupyter Qt console;5.2.2
True;BSD;ipython;nbformat;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;numpy;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;setuptools;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;backcall;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;prompt-toolkit;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;ipywidgets;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;requests;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;nose;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;ipyparallel;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;matplotlib-inline;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;jedi;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;traitlets;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;pygments;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;pickleshare;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;Sphinx;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;ipykernel;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;pygments;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;colorama;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;nbconvert;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;decorator;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;appnope;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;qtconsole;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;notebook;IPython: Productive Interactive Computing;7.30.1
False;BSD;ipython;pexpect;IPython: Productive Interactive Computing;7.30.1
True;BSD;ipython;testpath;IPython: Productive Interactive Computing;7.30.1
True;unknown license;importlib_metadata;sphinx;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;rst.linker;Read metadata from Python packages;4.9.0
False;unknown license;importlib_metadata;zipp;Read metadata from Python packages;4.9.0
False;unknown license;importlib_metadata;typing-extensions;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;jaraco.packaging;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;flufl.flake8;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pep517;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;importlib-resources;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pyfakefs;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-flake8;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;packaging;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-cov;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-checkdocs;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-perf;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-black;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;ipython;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-mypy;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest-enabler;Read metadata from Python packages;4.9.0
True;unknown license;importlib_metadata;pytest;Read metadata from Python packages;4.9.0
False;unknown license;pep517;importlib_metadata;Wrappers to build Python packages using PEP 517 hooks;0.12.0
False;unknown license;pep517;zipp;Wrappers to build Python packages using PEP 517 hooks;0.12.0
False;unknown license;pep517;tomli;Wrappers to build Python packages using PEP 517 hooks;0.12.0
False;unknown license;pep517;toml;Wrappers to build Python packages using PEP 517 hooks;0.12.0
True;MIT;build;sphinx;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;sphinx-argparse-cli;A simple, correct PEP517 package builder;0.7.0
False;MIT;build;pep517;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;pytest-mock;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;filelock;A simple, correct PEP517 package builder;0.7.0
False;MIT;build;tomli;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;virtualenv;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;furo;A simple, correct PEP517 package builder;0.7.0
False;MIT;build;packaging;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;pytest-rerunfailures;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;pytest-xdist;A simple, correct PEP517 package builder;0.7.0
False;MIT;build;importlib-metadata;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;setuptools;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;toml;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;pytest-cov;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;sphinx-autodoc-typehints;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;importlib-metadata;A simple, correct PEP517 package builder;0.7.0
False;MIT;build;colorama;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;wheel;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;typing-extensions;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;mypy;A simple, correct PEP517 package builder;0.7.0
True;MIT;build;pytest;A simple, correct PEP517 package builder;0.7.0
True;MIT;check-manifest;pytest;Check MANIFEST.in in a Python source package for completeness;0.47
True;MIT;check-manifest;mock;Check MANIFEST.in in a Python source package for completeness;0.47
False;MIT;check-manifest;build;Check MANIFEST.in in a Python source package for completeness;0.47
False;MIT;check-manifest;setuptools;Check MANIFEST.in in a Python source package for completeness;0.47
False;MIT;check-manifest;toml;Check MANIFEST.in in a Python source package for completeness;0.47
True;BSD;nbformat;fastjsonschema;The Jupyter Notebook format;5.1.3
False;BSD;nbformat;traitlets;The Jupyter Notebook format;5.1.3
False;BSD;nbformat;ipython-genutils;The Jupyter Notebook format;5.1.3
True;BSD;nbformat;pytest;The Jupyter Notebook format;5.1.3
True;BSD;nbformat;check-manifest;The Jupyter Notebook format;5.1.3
False;BSD;nbformat;jsonschema;The Jupyter Notebook format;5.1.3
True;BSD;nbformat;pytest-cov;The Jupyter Notebook format;5.1.3
True;BSD;nbformat;testpath;The Jupyter Notebook format;5.1.3
False;BSD;nbformat;jupyter-core;The Jupyter Notebook format;5.1.3
False;MIT;nbsphinx;sphinx;Jupyter Notebook Tools for Sphinx;0.8.7
False;MIT;nbsphinx;traitlets;Jupyter Notebook Tools for Sphinx;0.8.7
False;MIT;nbsphinx;nbconvert;Jupyter Notebook Tools for Sphinx;0.8.7
False;MIT;nbsphinx;nbformat;Jupyter Notebook Tools for Sphinx;0.8.7
False;MIT;nbsphinx;jinja2;Jupyter Notebook Tools for Sphinx;0.8.7
False;MIT;nbsphinx;docutils;Jupyter Notebook Tools for Sphinx;0.8.7
False;Apache Software License 2.0;pytest-dependency;fake_package;Manage dependencies of tests;0.5.1
False;MIT;pyee;fake_package;A port of node.js's EventEmitter to python.;8.2.2
False;MIT;pyppeteer;urllib3;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;MIT;pyppeteer;pyee;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;MIT;pyppeteer;tqdm;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;MIT;pyppeteer;importlib-metadata;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;MIT;pyppeteer;websockets;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;MIT;pyppeteer;appdirs;Headless chrome/chromium automation library (unofficial port of puppeteer);0.2.6
False;BSD;jupyterlab-pygments;pygments;Pygments theme using JupyterLab CSS variables;0.1.2
True;BSD;nbconvert;sphinx;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;mistune;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;entrypoints;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;bleach;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;nbsphinx;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;sphinx-rtd-theme;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;tornado;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;pandocfilters;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;ipywidgets;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;pytest-dependency;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;pytest-cov;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;jupyter-core;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;pyppeteer;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;traitlets;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;jupyterlab-pygments;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;jinja2;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;ipython;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;nbclient;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;testpath;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;ipykernel;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;pygments;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;nbformat;Converting Jupyter Notebooks;6.3.0
True;BSD;nbconvert;pytest;Converting Jupyter Notebooks;6.3.0
False;BSD;nbconvert;defusedxml;Converting Jupyter Notebooks;6.3.0
True;BSD;IPython;nbformat;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;numpy;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;setuptools;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;backcall;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;prompt-toolkit;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;ipywidgets;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;requests;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;nose;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;ipyparallel;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;matplotlib-inline;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;jedi;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;traitlets;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;pygments;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;pickleshare;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;Sphinx;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;ipykernel;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;pygments;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;colorama;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;nbconvert;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;decorator;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;appnope;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;qtconsole;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;notebook;IPython: Productive Interactive Computing;7.30.1
False;BSD;IPython;pexpect;IPython: Productive Interactive Computing;7.30.1
True;BSD;IPython;testpath;IPython: Productive Interactive Computing;7.30.1
False;BSD;jupyter-sphinx;nbconvert;Jupyter Sphinx Extensions;0.3.2
False;BSD;jupyter-sphinx;nbformat;Jupyter Sphinx Extensions;0.3.2
False;BSD;jupyter-sphinx;ipywidgets;Jupyter Sphinx Extensions;0.3.2
False;BSD;jupyter-sphinx;IPython;Jupyter Sphinx Extensions;0.3.2
False;BSD;jupyter-sphinx;Sphinx;Jupyter Sphinx Extensions;0.3.2
False;MIT;sphinx-autosummary-accessors;sphinx;sphinx autosummary extension to properly format pandas or xarray accessors;0.2.1
False;MIT;sphinx-autosummary-accessors;importlib-metadata;sphinx autosummary extension to properly format pandas or xarray accessors;0.2.1
False;License :: OSI Approved :: MIT License;cftime;numpy;Time-handling functionality from netcdf4-python;1.5.1.1
False;BSD 3-Clause;nc-time-axis;matplotlib;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;sphinx;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;sphinx-rtd-theme;Provides support for a cftime axis in matplotlib;1.4.0
False;BSD 3-Clause;nc-time-axis;numpy;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;pytest;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;codecov;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;numpydoc;Provides support for a cftime axis in matplotlib;1.4.0
False;BSD 3-Clause;nc-time-axis;cftime;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;ipython;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;pytest-cov;Provides support for a cftime axis in matplotlib;1.4.0
True;BSD 3-Clause;nc-time-axis;pre-commit;Provides support for a cftime axis in matplotlib;1.4.0
False;Simplified BSD;bottleneck;fake_package;Fast NumPy array functions written in C;1.3.2
False;Apache License Version 2.0;eccodes;fake_package;Python interface to the ecCodes GRIB and BUFR decoder/encoder;1.4.0
False;https://opensource.org/licenses/BSD-3-Clause;blosc;fake_package;Blosc data compressor;1.10.6
False;BSD-2-Clause;locket;fake_package;File-based locks for Python for Linux and Windows;0.2.1
True;BSD;partd;pyzmq;Appendable key-value storage;1.2.0
True;BSD;partd;numpy;Appendable key-value storage;1.2.0
False;BSD;partd;toolz;Appendable key-value storage;1.2.0
True;BSD;partd;pandas;Appendable key-value storage;1.2.0
True;BSD;partd;blosc;Appendable key-value storage;1.2.0
False;BSD;partd;locket;Appendable key-value storage;1.2.0
False;BSD 3-Clause License;cloudpickle;fake_package;Extended pickling support for Python objects;2.0.0
False;BSD-2-Clause;tblib;fake_package;Traceback serialization library.;1.7.0
False;BSD;heapdict;fake_package;a heap with decrease-key and increase-key operations;1.0.1
False;BSD;zict;heapdict;Mutable mapping tools;2.0.0
False;BSD;distributed;msgpack;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;sortedcontainers;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;click;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;tblib;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;tornado;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;zict;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;dask;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;pyyaml;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;toolz;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;jinja2;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;psutil;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;setuptools;Distributed scheduler for Dask;2021.12.0
False;BSD;distributed;cloudpickle;Distributed scheduler for Dask;2021.12.0
False;Apache License, Version 2.0;pyarrow;numpy;Python library for Apache Arrow;6.0.1
False;BSD;adlfs;fake_package;Access Azure Datalake Gen1 with fsspec and dask;2021.10.0
False;BSD;ply;fake_package;Python Lex & Yacc;3.11
False;MIT License;stone;six;Stone is an interface description language (IDL) for APIs.;3.2.1
False;MIT License;stone;ply;Stone is an interface description language (IDL) for APIs.;3.2.1
False;MIT License;dropbox;six;Official Dropbox API Client;11.25.0
False;MIT License;dropbox;stone;Official Dropbox API Client;11.25.0
False;MIT License;dropbox;requests;Official Dropbox API Client;11.25.0
False;GPLv2 with linking exception;pygit2;fake_package;Python bindings for libgit2.;1.7.2
False;CC0;libarchive-c;fake_package;Python interface to libarchive;3.2
False;ISC;fusepy;fake_package;Simple ctypes bindings for FUSE;3.0.1
False;3-Clause BSD License;protobuf;fake_package;Protocol Buffers;3.19.1
False;Apache License 2.0;grpcio-tools;protobuf;Protobuf code generator for gRPC;1.43.0
False;Apache License 2.0;grpcio-tools;setuptools;Protobuf code generator for gRPC;1.43.0
False;Apache License 2.0;grpcio-tools;grpcio;Protobuf code generator for gRPC;1.43.0
False;Apache License 2.0;grpcio;futures;HTTP/2-based RPC framework;1.43.0
False;Apache License 2.0;grpcio;six;HTTP/2-based RPC framework;1.43.0
False;Apache License 2.0;grpcio;enum34;HTTP/2-based RPC framework;1.43.0
True;Apache License 2.0;grpcio;grpcio-tools;HTTP/2-based RPC framework;1.43.0
False;Apache-2.0;googleapis-common-protos;protobuf;Common protobufs used in Google APIs;1.54.0
True;Apache-2.0;googleapis-common-protos;grpcio;Common protobufs used in Google APIs;1.54.0
False;Apache License 2.0;grpcio-status;googleapis-common-protos;Status proto mapping for gRPC;1.43.0
False;Apache License 2.0;grpcio-status;protobuf;Status proto mapping for gRPC;1.43.0
False;Apache License 2.0;grpcio-status;grpcio;Status proto mapping for gRPC;1.43.0
False;Apache License 2.0;grpcio-gcp;grpcio;gRPC extensions for Google Cloud Platform;0.2.2
False;MIT;cachetools;fake_package;Extensible memoizing collections and decorators;4.2.4
False;Apache 2.0;pyu2f;fake_package;U2F host library for interacting with a U2F device over USB.;0.1.5
False;Apache 2.0;google-auth;cachetools;Google Authentication Library;2.3.3
False;Apache 2.0;google-auth;rsa;Google Authentication Library;2.3.3
False;Apache 2.0;google-auth;six;Google Authentication Library;2.3.3
False;Apache 2.0;google-auth;pyasn1-modules;Google Authentication Library;2.3.3
True;Apache 2.0;google-auth;requests;Google Authentication Library;2.3.3
True;Apache 2.0;google-auth;aiohttp;Google Authentication Library;2.3.3
True;Apache 2.0;google-auth;pyopenssl;Google Authentication Library;2.3.3
False;Apache 2.0;google-auth;enum34;Google Authentication Library;2.3.3
False;Apache 2.0;google-auth;setuptools;Google Authentication Library;2.3.3
True;Apache 2.0;google-auth;pyu2f;Google Authentication Library;2.3.3
False;Apache 2.0;google-api-core;protobuf;Google API client core library;2.3.2
True;Apache 2.0;google-api-core;grpcio;Google API client core library;2.3.2
True;Apache 2.0;google-api-core;grpcio-status;Google API client core library;2.3.2
True;Apache 2.0;google-api-core;grpcio-gcp;Google API client core library;2.3.2
False;Apache 2.0;google-api-core;requests;Google API client core library;2.3.2
False;Apache 2.0;google-api-core;googleapis-common-protos;Google API client core library;2.3.2
False;Apache 2.0;google-api-core;google-auth;Google API client core library;2.3.2
False;Apache 2.0;google-api-core;setuptools;Google API client core library;2.3.2
True;Apache 2.0;google-cloud-core;grpcio;Google Cloud API client core library;2.2.1
False;Apache 2.0;google-cloud-core;google-api-core;Google Cloud API client core library;2.2.1
False;Apache 2.0;google-cloud-core;google-auth;Google Cloud API client core library;2.2.1
True;Apache 2.0;google-crc32c;pytest;A python wrapper of the C library 'Google CRC32C';1.3.0
True;Apache 2.0;google-resumable-media;aiohttp;Utilities for Google Media Downloads and Resumable Uploads;2.1.0
True;Apache 2.0;google-resumable-media;requests;Utilities for Google Media Downloads and Resumable Uploads;2.1.0
False;Apache 2.0;google-resumable-media;google-crc32c;Utilities for Google Media Downloads and Resumable Uploads;2.1.0
False;Apache 2.0;google-cloud-storage;protobuf;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;google-cloud-core;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;six;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;google-api-core;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;google-resumable-media;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;requests;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;googleapis-common-protos;Google Cloud Storage API client library;1.43.0
False;Apache 2.0;google-cloud-storage;google-auth;Google Cloud Storage API client library;1.43.0
False;ISC;requests-oauthlib;fake_package;OAuthlib authentication support for Requests.;1.3.0
False;Apache 2.0;google-auth-oauthlib;requests-oauthlib;Google Authentication Library;0.4.6
False;Apache 2.0;google-auth-oauthlib;google-auth;Google Authentication Library;0.4.6
True;Apache 2.0;google-auth-oauthlib;click;Google Authentication Library;0.4.6
False;MIT;crcmod;fake_package;CRC Generator;1.7
False;BSD;gcsfs;google-cloud-storage;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;google-auth-oauthlib;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;requests;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;decorator;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;google-auth;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;aiohttp;Convenient Filesystem interface over GCS;2021.11.1
True;BSD;gcsfs;fusepy;Convenient Filesystem interface over GCS;2021.11.1
False;BSD;gcsfs;fsspec;Convenient Filesystem interface over GCS;2021.11.1
True;BSD;gcsfs;crcmod;Convenient Filesystem interface over GCS;2021.11.1
False;Apache 2;aiobotocore;fake_package;Async client for aws services using botocore and aiohttp;2.1.0
False;BSD;s3fs;fsspec;Convenient Filesystem interface over S3;2021.11.1
True;BSD;s3fs;aiobotocore;Convenient Filesystem interface over S3;2021.11.1
False;BSD;s3fs;aiohttp;Convenient Filesystem interface over S3;2021.11.1
False;BSD;s3fs;aiobotocore;Convenient Filesystem interface over S3;2021.11.1
False;BSD;dropboxdrivefs;fsspec;Dropbox implementation for fsspec module;1.3
False;BSD;dropboxdrivefs;dropbox;Dropbox implementation for fsspec module;1.3
False;BSD;dropboxdrivefs;requests;Dropbox implementation for fsspec module;1.3
False;MIT;krb5;fake_package;Kerberos API bindings for Python;0.2.0
True;MIT;pyspnego;krb5;Windows Negotiate Authentication Client and Server;0.3.1
True;MIT;pyspnego;ruamel.yaml;Windows Negotiate Authentication Client and Server;0.3.1
False;MIT;pyspnego;dataclasses;Windows Negotiate Authentication Client and Server;0.3.1
False;MIT;pyspnego;cryptography;Windows Negotiate Authentication Client and Server;0.3.1
True;MIT;pyspnego;gssapi;Windows Negotiate Authentication Client and Server;0.3.1
False;MIT;smbprotocol;cryptography;Interact with a server using the SMB 2/3 Protocol;1.8.3
True;MIT;smbprotocol;pyspnego;Interact with a server using the SMB 2/3 Protocol;1.8.3
False;MIT;smbprotocol;pyspnego;Interact with a server using the SMB 2/3 Protocol;1.8.3
False;(new) BSD;pscript;fake_package;Python to JavaScript compiler.;0.7.6
;error;mpl-sample-data;error;error;error
False;BSD;phantomjs;fake_package;Python wrapper for PhantomJS;1.4.1
False;Apache 2;deprecation;packaging;A library to handle automated deprecations;2.1.0
True;BSD 3-Clause License;jupyter-packaging;pytest-mock;Jupyter Packaging Utilities.;0.11.1
False;BSD 3-Clause License;jupyter-packaging;tomlkit;Jupyter Packaging Utilities.;0.11.1
False;BSD 3-Clause License;jupyter-packaging;wheel;Jupyter Packaging Utilities.;0.11.1
True;BSD 3-Clause License;jupyter-packaging;pytest-cov;Jupyter Packaging Utilities.;0.11.1
True;BSD 3-Clause License;jupyter-packaging;pytest;Jupyter Packaging Utilities.;0.11.1
True;BSD 3-Clause License;jupyter-packaging;build;Jupyter Packaging Utilities.;0.11.1
False;BSD 3-Clause License;jupyter-packaging;deprecation;Jupyter Packaging Utilities.;0.11.1
True;BSD 3-Clause License;jupyter-packaging;coverage;Jupyter Packaging Utilities.;0.11.1
False;BSD 3-Clause License;jupyter-packaging;setuptools;Jupyter Packaging Utilities.;0.11.1
False;BSD 3-Clause License;jupyter-packaging;packaging;Jupyter Packaging Utilities.;0.11.1
True;BSD;pyviz-comms;keyring;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;jupyterlab;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;jupyter-packaging;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;flake8;Bidirectional communication for the HoloViz ecosystem.;2.1.0
True;BSD;pyviz-comms;nose;Bidirectional communication for the HoloViz ecosystem.;2.1.0
